secondarykey,Index Value
6.3,7063720
6.3,8818095
6.3,852604
6.3,514237
6.3,5191208
6.3,1291089
6.3,10507495
6.3,2422962
6.3,2630196
6.3,5580002
6.3,12939795
6.3,7054660
6.3,751553
6.3,8182067
6.3,5071308
6.3,12315432
6.3,2626599
6.3,7324053
6.3,1131730
6.3,1131363
6.3,7050266
6.3,3631278
6.3,12229409
6.3,7690686
6.3,8182907
6.3,4138242
6.3,11158476
6.3,3019541
6.3,521914
6.3,6537381
6.3,7094118
6.3,9722377
6.3,2036126
6.3,9638055
6.3,2271854
6.3,9357342
6.3,140746
6.3,8800894
6.3,2846665
6.3,972285
6.3,5682738
6.3,9786
6.3,11835903
6.3,7056595
6.3,3439677
6.3,1293454
6.3,5688008
6.3,7794053
6.3,736415
6.3,10496423
6.3,1282675
6.3,2851132
6.3,12653708
6.3,962238
6.3,2004210
6.3,5620264
6.3,12370331
6.3,7073977
6.3,3444758
6.3,2021701
6.3,12372133
6.3,12957730
6.3,6529137
6.3,4510965
6.3,12766267
6.3,11472889
6.3,10972342
6.3,7706011
6.3,9923771
6.3,3445034
6.3,5004653
6.3,7082270
6.3,7080584
6.3,94786
6.3,5609164
6.3,9922182
6.3,11920998
6.3,5615262
6.3,8834498
6.3,12233802
6.3,889330
6.3,7083776
6.3,4202812
6.3,8168159
6.3,11467198
6.3,2008167
6.3,912665
6.3,2444178
6.3,7084653
6.3,2456266
6.3,12805969
6.3,4325846
6.3,4840952
6.3,4072504
6.3,3317088
6.3,2028874
6.3,518105
6.3,8820994
6.3,9654416
6.3,7700394
6.3,2029414
6.3,5654148
6.3,3455298
6.3,7068564
6.3,2638561
6.3,10023436
6.3,3629036
6.3,8819537
6.3,9342664
6.3,10968610
6.3,10789422
6.3,12748314
6.3,8080611
6.3,9188982
6.3,4327966
6.3,10976595
6.3,8823780
6.3,7087365
6.3,1283926
6.3,1997076
6.3,9749791
6.3,7701893
6.3,12949624
6.3,9722024
6.3,7087766
6.3,10971072
6.3,13016822
6.3,1661354
6.3,5640653
6.3,8169810
6.3,10975585
6.3,7455928
6.3,10989307
6.3,9186805
6.3,3007345
6.3,8776066
6.3,8775241
6.3,12915716
6.3,5802613
6.3,8072553
6.3,8774546
6.3,5086150
6.3,7853711
6.3,376086
6.3,5805333
6.3,5807792
6.3,3071602
6.3,993333
6.3,4146036
6.3,3506101
6.3,9186340
6.3,9217783
6.3,7646349
6.3,994946
6.3,11244196
6.3,700764
6.3,9758975
6.3,6989343
6.3,10786601
6.3,5772347
6.3,5773149
6.3,848232
6.3,2368340
6.3,12916900
6.3,10470241
6.3,5776156
6.3,923918
6.3,10037613
6.3,2655957
6.3,11926697
6.3,4787939
6.3,1128340
6.3,12916749
6.3,10038032
6.3,10038269
6.3,11824212
6.3,6500795
6.3,891116
6.3,847575
6.3,5787157
6.3,5789926
6.3,702936
6.3,1932891
6.3,3365013
6.3,5263081
6.3,1931668
6.3,205441
6.3,6978254
6.3,8072144
6.3,909997
6.3,11243197
6.3,11018064
6.3,10465929
6.3,9760788
6.3,12748469
6.3,12911378
6.3,9152800
6.3,12417423
6.3,507813
6.3,2915808
6.3,10464373
6.3,4527322
6.3,3511243
6.3,12419492
6.3,6968694
6.3,5856247
6.3,8764714
6.3,507348
6.3,11950117
6.3,999538
6.3,10193426
6.3,12415582
6.3,12655845
6.3,6987267
6.3,1930984
6.3,7331889
6.3,4147097
6.3,5262146
6.3,9760210
6.3,122748
6.3,12626936
6.3,11014257
6.3,9201947
6.3,997008
6.3,9685249
6.3,12736940
6.3,1925339
6.3,2470597
6.3,36096
6.3,8770663
6.3,8770216
6.3,9639220
6.3,8769608
6.3,5834294
6.3,3508025
6.3,6980735
6.3,4523105
6.3,9831601
6.3,8781328
6.3,1684994
6.3,9188339
6.3,12069699
6.3,1129818
6.3,8792308
6.3,8791860
6.3,12392571
6.3,1676862
6.3,2286208
6.3,6508533
6.3,3487222
6.3,12929619
6.3,9584367
6.3,12227079
6.3,3042856
6.3,1963428
6.3,12926041
6.3,7040433
6.3,1961290
6.3,8200092
6.3,7958588
6.3,6507312
6.3,9218852
6.3,6507723
6.3,7821478
6.3,8794064
6.3,2645059
6.3,9589437
6.3,12633524
6.3,2283328
6.3,5699796
6.3,3760849
6.3,3169322
6.3,6511840
6.3,9831362
6.3,12710053
6.3,3016749
6.3,12386168
6.3,6659426
6.3,976125
6.3,1297192
6.3,8794415
6.3,1976601
6.3,5709349
6.3,2626459
6.3,7045835
6.3,5275832
6.3,1973594
6.3,12632506
6.3,4336003
6.3,4341262
6.3,7039049
6.3,9753071
6.3,10032318
6.3,2651385
6.3,984892
6.3,8214036
6.3,368024
6.3,7013004
6.3,9154781
6.3,2652995
6.3,4229925
6.3,4519445
6.3,5758890
6.3,110064
6.3,1305901
6.3,1211828
6.3,5010312
6.3,10472035
6.3,706783
6.3,5763991
6.3,7655456
6.3,7002175
6.3,11773441
6.3,12627337
6.3,3071134
6.3,2654352
6.3,1952625
6.3,1947397
6.3,5750874
6.3,5132554
6.3,849752
6.3,1129448
6.3,8203578
6.3,7670044
6.3,12792363
6.3,981232
6.3,10998480
6.3,11348525
6.3,7027249
6.3,3111729
6.3,8787563
6.3,12922926
6.3,9446648
6.3,5743466
6.3,7785103
6.3,982964
6.3,12108271
6.3,4344081
6.3,10034770
6.3,10192520
6.3,12224989
6.3,5746537
6.3,5748062
6.3,7661401
6.3,7717834
6.3,9292297
6.3,3105355
6.3,2597392
6.3,7206662
6.3,3394050
6.3,9841870
6.3,5121560
6.3,7866949
6.3,11332306
6.3,3394824
6.3,8949782
6.3,2874137
6.3,8095253
6.3,7203571
6.3,12254433
6.3,1248463
6.3,9720239
6.3,2431506
6.3,2159673
6.3,7202435
6.3,5406078
6.3,12731359
6.3,1249199
6.3,8115065
6.3,4972466
6.3,5408170
6.3,2171068
6.3,7421916
6.3,4241918
6.3,9254003
6.3,2182576
6.3,6569624
6.3,12327961
6.3,10853128
6.3,11568971
6.3,12328274
6.3,12644916
6.3,10674986
6.3,7207933
6.3,12257395
6.3,933659
6.3,6568544
6.3,7215120
6.3,12079834
6.3,934413
6.3,3637881
6.3,12990740
6.3,2596870
6.3,31852
6.3,815936
6.3,2525303
6.3,11862589
6.3,2571282
6.3,2782717
6.3,936941
6.3,937187
6.3,9613154
6.3,2430984
6.3,9612502
6.3,2139806
6.3,2601542
6.3,3404536
6.3,3406742
6.3,2138327
6.3,2601048
6.3,4279380
6.3,1224562
6.3,2135467
6.3,2135148
6.3,3163401
6.3,2134496
6.3,8929181
6.3,782991
6.3,12985858
6.3,2132411
6.3,4963145
6.3,12299728
6.3,5425256
6.3,10660495
6.3,4276127
6.3,12746550
6.3,2154227
6.3,2153503
6.3,2871885
6.3,1139732
6.3,9983971
6.3,4450919
6.3,3100174
6.3,6564289
6.3,2150617
6.3,3849617
6.3,12085168
6.3,859810
6.3,2457340
6.3,5417230
6.3,7751297
6.3,9614390
6.3,3101275
6.3,2600607
6.3,2145496
6.3,12086755
6.3,9944518
6.3,11902804
6.3,9252108
6.3,9181132
6.3,12790578
6.3,8440323
6.3,2226546
6.3,8100547
6.3,863040
6.3,11150826
6.3,11914082
6.3,7932357
6.3,1235409
6.3,862672
6.3,8105455
6.3,2221865
6.3,7735
6.3,541679
6.3,9241038
6.3,7772833
6.3,9242827
6.3,9624898
6.3,2895748
6.3,1236525
6.3,9244397
6.3,9735409
6.3,2217343
6.3,12259824
6.3,5332014
6.3,12774488
6.3,9963138
6.3,2229374
6.3,4247938
6.3,12728675
6.3,12728488
6.3,4994352
6.3,6593368
6.3,9235797
6.3,2780371
6.3,12839638
6.3,4992873
6.3,5314768
6.3,2503007
6.3,2579114
6.3,9107816
6.3,9000562
6.3,9703690
6.3,11335791
6.3,7871525
6.3,9626618
6.3,12838988
6.3,4995307
6.3,11290886
6.3,5325405
6.3,5329430
6.3,930229
6.3,9744301
6.3,11287526
6.3,9839342
6.3,12036269
6.3,2199806
6.3,2199483
6.3,2199150
6.3,9950781
6.3,7277975
6.3,5351380
6.3,2589761
6.3,7280124
6.3,5072842
6.3,12725615
6.3,12151114
6.3,11915430
6.3,7772971
6.3,10850136
6.3,7780833
6.3,259994
6.3,5355932
6.3,2379989
6.3,2189231
6.3,5359779
6.3,9250921
6.3,2483524
6.3,815522
6.3,2202201
6.3,10757556
6.3,4458791
6.3,5343607
6.3,9742385
6.3,9234134
6.3,11334079
6.3,7816642
6.3,11425100
6.3,7787504
6.3,5344017
6.3,931158
6.3,7242353
6.3,3642076
6.3,11558214
6.3,8431331
6.3,544014
6.3,2586542
6.3,7235179
6.3,10859785
6.3,862142
6.3,11446391
6.3,9742774
6.3,9838125
6.3,2202821
6.3,791695
6.3,7865067
6.3,8423397
6.3,814991
6.3,1136242
6.3,10883502
6.3,9227398
6.3,7947882
6.3,10939458
6.3,296977
6.3,5127519
6.3,2909255
6.3,5535256
6.3,9198705
6.3,10013589
6.3,9834952
6.3,10940588
6.3,10014363
6.3,2057776
6.3,2057370
6.3,8893781
6.3,12970449
6.3,12272930
6.3,8886086
6.3,5543815
6.3,10565053
6.3,4124309
6.3,8897890
6.3,12100254
6.3,523937
6.3,11262465
6.3,8900122
6.3,7790667
6.3,1219806
6.3,12360069
6.3,11850597
6.3,4232644
6.3,2076114
6.3,3634186
6.3,2075268
6.3,8140832
6.3,6635425
6.3,12241396
6.3,766005
6.3,4999218
6.3,10937700
6.3,7123707
6.3,2072049
6.3,2071731
6.3,64693
6.3,12651281
6.3,5076240
6.3,2069357
6.3,3431960
6.3,3166203
6.3,761321
6.3,5545418
6.3,2042111
6.3,8147815
6.3,5570144
6.3,10521245
6.3,856037
6.3,10954833
6.3,11408236
6.3,2040980
6.3,2040819
6.3,11912871
6.3,3318754
6.3,3245638
6.3,2040221
6.3,7881134
6.3,8152898
6.3,4897015
6.3,9223553
6.3,10834930
6.3,8083498
6.3,3068387
6.3,312591
6.3,2038579
6.3,10019850
6.3,2624579
6.3,7102685
6.3,2945152
6.3,913457
6.3,3104439
6.3,10560962
6.3,1274417
6.3,7727009
6.3,550351
6.3,93507
6.3,12998665
6.3,2621068
6.3,4309821
6.3,7862905
6.3,2785865
6.3,3900061
6.3,2384547
6.3,7862468
6.3,8882037
6.3,2044865
6.3,2786552
6.3,4125550
6.3,755472
6.3,5001224
6.3,2043547
6.3,9736551
6.3,2855563
6.3,2038231
6.3,12358566
6.3,6629497
6.3,2117340
6.3,10762288
6.3,10173106
6.3,163396
6.3,940496
6.3,11269050
6.3,11594452
6.3,7745796
6.3,5298832
6.3,11528017
6.3,2117883
6.3,858152
6.3,5124983
6.3,12345462
6.3,12094515
6.3,11267250
6.3,8909975
6.3,3376632
6.3,8907293
6.3,2107996
6.3,7740936
6.3,2903446
6.3,7157202
6.3,1223038
6.3,940071
6.3,12838383
6.3,11292461
6.3,5445785
6.3,7788650
6.3,9113035
6.3,5186017
6.3,7167145
6.3,8927830
6.3,115528
6.3,12984853
6.3,4953998
6.3,6561277
6.3,7747317
6.3,6560886
6.3,7162357
6.3,5459586
6.3,7432183
6.3,1258608
6.3,7773832
6.3,2783336
6.3,12342019
6.3,5300121
6.3,3410268
6.3,5465728
6.3,2609288
6.3,7135198
6.3,5296780
6.3,11266548
6.3,3828889
6.3,12354042
6.3,12279147
6.3,10608028
6.3,8904798
6.3,3418166
6.3,12354977
6.3,2088617
6.3,9631900
6.3,12769447
6.3,11351717
6.3,12268109
6.3,48344
6.3,5295031
6.3,9746498
6.3,7736010
6.3,2903814
6.3,9604357
6.3,6627967
6.3,7306134
6.3,2614030
6.3,2264785
6.3,9934127
6.3,1221479
6.3,8127853
6.3,10611776
6.3,11751115
6.3,9277993
6.3,12814695
6.3,8906145
6.3,2263022
6.3,9278400
6.3,5501242
6.3,5502744
6.3,10931262
6.3,10001379
6.3,5295230
6.3,9935173
6.3,4927481
6.3,528103
6.3,7737204
6.3,2098159
6.3,3296561
6.3,4290662
6.3,4490262
6.3,7863696
6.3,7304501
6.3,3041293
6.3,3417030
6.3,6555575
6.3,5861715
6.3,12173771
6.3,3515805
6.3,10819237
6.3,11196435
6.3,6829648
6.3,11516771
6.3,11195851
6.3,6227920
6.3,1556479
6.3,613396
6.3,6230490
6.3,12171515
6.3,4204481
6.3,3612942
6.3,11312818
6.3,3190113
6.3,11746529
6.3,4198138
6.3,9123754
6.3,7538161
6.3,207644
6.3,8346052
6.3,8347976
6.3,7893191
6.3,3088595
6.3,1781607
6.3,9494668
6.3,8009245
6.3,1786765
6.3,1461465
6.3,9818967
6.3,159681
6.3,12538049
6.3,2541517
6.3,8498755
6.3,829609
6.3,2389746
6.3,12872995
6.3,12777247
6.3,6697387
6.3,70052
6.3,160080
6.3,10113918
6.3,7811305
6.3,1783515
6.3,8340901
6.3,7545972
6.3,6215559
6.3,6444059
6.3,7543600
6.3,3577091
6.3,6805991
6.3,8331310
6.3,6239187
6.3,2929137
6.3,9076514
6.3,2931105
6.3,10100794
6.3,1078531
6.3,11188596
6.3,6280811
6.3,606913
6.3,1078828
6.3,11393476
6.3,9517710
6.3,12808925
6.3,6284580
6.3,8589782
6.3,7834518
6.3,1079422
6.3,4180258
6.3,8585062
6.3,8584471
6.3,9648729
6.3,4651570
6.3,8037577
6.3,2496321
6.3,12551468
6.3,4567011
6.3,6791993
6.3,6270442
6.3,8039864
6.3,1774966
6.3,13006437
6.3,9726400
6.3,167988
6.3,12869460
6.3,3188485
6.3,4094790
6.3,1773783
6.3,8596831
6.3,6257727
6.3,827847
6.3,10234445
6.3,6439829
6.3,1480757
6.3,1481497
6.3,607759
6.3,1771959
6.3,1160539
6.3,11891471
6.3,2953913
6.3,6265844
6.3,11411193
6.3,609080
6.3,11909048
6.3,9737497
6.3,2715033
6.3,7573505
6.3,6693202
6.3,1054411
6.3,4667859
6.3,10317440
6.3,10314741
6.3,6857785
6.3,6138655
6.3,7808154
6.3,3078964
6.3,2466436
6.3,10117880
6.3,12883671
6.3,6141400
6.3,831018
6.3,896391
6.3,922014
6.3,6855855
6.3,1436125
6.3,7393345
6.3,3566737
6.3,11410071
6.3,2709309
6.3,9671763
6.3,632768
6.3,6859812
6.3,1048353
6.3,8651401
6.3,5151168
6.3,3048282
6.3,10332173
6.3,1427026
6.3,3060490
6.3,6862306
6.3,1808963
6.3,120988
6.3,3565474
6.3,9767678
6.3,8004680
6.3,10770233
6.3,2983338
6.3,8648781
6.3,10224895
6.3,2519313
6.3,2795657
6.3,3194830
6.3,1429745
6.3,2516184
6.3,12884668
6.3,878564
6.3,3128731
6.3,5216331
6.3,12024751
6.3,1118540
6.3,6179736
6.3,11546477
6.3,6448725
6.3,8636186
6.3,6183423
6.3,9069440
6.3,6447924
6.3,12608067
6.3,2754160
6.3,11108289
6.3,161679
6.3,1184355
6.3,11746838
6.3,618224
6.3,2397622
6.3,8628847
6.3,8626584
6.3,3574632
6.3,1064156
6.3,1183676
6.3,9819706
6.3,9882847
6.3,11747391
6.3,2713528
6.3,7365156
6.3,3047897
6.3,1438379
6.3,12681957
6.3,4219082
6.3,8308297
6.3,12019442
6.3,12065005
6.3,12882257
6.3,10309873
6.3,1797602
6.3,4661363
6.3,6160069
6.3,1188760
6.3,11809454
6.3,488696
6.3,1188412
6.3,1119432
6.3,7824317
6.3,10091718
6.3,1059608
6.3,13006036
6.3,11315585
6.3,12878161
6.3,11102958
6.3,10338249
6.3,12846220
6.3,12673157
6.3,111423
6.3,6392879
6.3,6393535
6.3,9651217
6.3,9709097
6.3,5200636
6.3,6725518
6.3,6395899
6.3,8026877
6.3,11303176
6.3,3337293
6.3,6396635
6.3,9665367
6.3,12135662
6.3,1734352
6.3,6397765
6.3,3942288
6.3,2746284
6.3,11740963
6.3,2737446
6.3,9802145
6.3,6721275
6.3,1734798
6.3,11178079
6.3,810812
6.3,2351291
6.3,899088
6.3,823110
6.3,4190046
6.3,13007925
6.3,1522536
6.3,12669657
6.3,7391775
6.3,7507245
6.3,2733772
6.3,6380842
6.3,1095646
6.3,4045365
6.3,12853504
6.3,2537869
6.3,9727408
6.3,12572457
6.3,9737957
6.3,1096442
6.3,12852243
6.3,11124905
6.3,11383067
6.3,3662341
6.3,12595387
6.3,1102608
6.3,12856363
6.3,900926
6.3,9811566
6.3,1105200
6.3,2741848
6.3,10254123
6.3,6422606
6.3,9803327
6.3,10107143
6.3,576258
6.3,475159
6.3,3655555
6.3,12587337
6.3,4593725
6.3,9728283
6.3,1724353
6.3,3654979
6.3,2356270
6.3,4585976
6.3,10251141
6.3,8053243
6.3,865996
6.3,11404096
6.3,9808747
6.3,2955425
6.3,8384214
6.3,3607314
6.3,1104667
6.3,11342880
6.3,12579212
6.3,9504969
6.3,11787750
6.3,6401742
6.3,10109084
6.3,1103365
6.3,12581449
6.3,3651336
6.3,3083590
6.3,11176480
6.3,2353155
6.3,3658345
6.3,1729826
6.3,12847161
6.3,8377997
6.3,3293834
6.3,3657382
6.3,117502
6.3,10108708
6.3,12584779
6.3,6706527
6.3,11743843
6.3,2741158
6.3,821638
6.3,1714045
6.3,6374266
6.3,1743243
6.3,20016
6.3,11521189
6.3,2725772
6.3,2346744
6.3,6433433
6.3,6701080
6.3,6763474
6.3,870986
6.3,1504383
6.3,8574764
6.3,9212839
6.3,826308
6.3,9513054
6.3,12185213
6.3,8572140
6.3,9415460
6.3,7517289
6.3,9854888
6.3,4638657
6.3,12561944
6.3,12859872
6.3,2802346
6.3,11341664
6.3,11185765
6.3,1111430
6.3,12186706
6.3,3182781
6.3,5205842
6.3,110651
6.3,6437560
6.3,11520215
6.3,6304832
6.3,7529908
6.3,2362524
6.3,12554524
6.3,4648322
6.3,5198461
6.3,1173679
6.3,11119599
6.3,898880
6.3,2724182
6.3,8363738
6.3,9122204
6.3,6316055
6.3,10102909
6.3,3290388
6.3,602987
6.3,9662693
6.3,3590120
6.3,11963550
6.3,12669810
6.3,7824797
6.3,2729584
6.3,3594509
6.3,8555097
6.3,12139858
6.3,2349417
6.3,2748325
6.3,4426420
6.3,11794216
6.3,2964226
6.3,7778835
6.3,4207827
6.3,10262185
6.3,11350762
6.3,1745005
6.3,460409
6.3,7386320
6.3,6368150
6.3,6737282
6.3,1744055
6.3,1743902
6.3,12139496
6.3,3082970
6.3,1094125
6.3,11540900
6.3,1748284
6.3,3316552
6.3,12565458
6.3,2729815
6.3,6343121
6.3,12562562
6.3,8368723
6.3,4430904
6.3,1752606
6.3,8559476
6.3,10856550
6.3,478275
6.3,2730789
6.3,6353907
6.3,9430107
6.3,12563616
6.3,7514453
6.3,4210118
6.3,11122157
6.3,11180758
6.3,6358524
6.3,1749733
6.3,12564802
6.3,1749352
6.3,6358810
6.3,4572782
6.3,8367694
6.3,7359464
6.3,12610577
6.3,8652076
6.3,6923671
6.3,5934458
6.3,12901609
6.3,10127421
6.3,12738720
6.3,1866564
6.3,499882
6.3,7984651
6.3,11035391
6.3,2311002
6.3,4438010
6.3,9677118
6.3,2409646
6.3,12113741
6.3,10432638
6.3,10052797
6.3,2827186
6.3,2759695
6.3,10719800
6.3,10199974
6.3,673528
6.3,4151664
6.3,12000147
6.3,10055739
6.3,10434222
6.3,6925241
6.3,8253163
6.3,11434386
6.3,2995435
6.3,12455874
6.3,12902741
6.3,10048674
6.3,11034438
6.3,5925566
6.3,9565337
6.3,12902573
6.3,12461677
6.3,4534924
6.3,9724808
6.3,11034856
6.3,5928694
6.3,6926224
6.3,9047861
6.3,6925408
6.3,2386690
6.3,4720301
6.3,842013
6.3,8044845
6.3,5927077
6.3,8258141
6.3,4716278
6.3,8715420
6.3,9658605
6.3,12825860
6.3,5959159
6.3,2683267
6.3,11319216
6.3,2948779
6.3,7895401
6.3,11998147
6.3,12114731
6.3,12898047
6.3,1852369
6.3,4377487
6.3,6907536
6.3,5961939
6.3,9725481
6.3,3054041
6.3,9556897
6.3,8707207
6.3,1572245
6.3,7351797
6.3,12208776
6.3,123674
6.3,8711710
6.3,2682668
6.3,5954183
6.3,11321363
6.3,4459359
6.3,7348914
6.3,7621195
6.3,4199097
6.3,3049228
6.3,8261920
6.3,10427229
6.3,9140754
6.3,11999193
6.3,12046388
6.3,7990148
6.3,6479478
6.3,6909685
6.3,11043496
6.3,406129
6.3,5949023
6.3,12291902
6.3,12658794
6.3,11882831
6.3,2514271
6.3,3541210
6.3,6909149
6.3,12475428
6.3,1347665
6.3,2675420
6.3,1017320
6.3,7848413
6.3,2833111
6.3,5872527
6.3,10128460
6.3,9903750
6.3,3073243
6.3,869318
6.3,5875960
6.3,12159797
6.3,8756138
6.3,3521422
6.3,2763041
6.3,12907610
6.3,8411660
6.3,11491531
6.3,11349683
6.3,1897705
6.3,2669157
6.3,4203649
6.3,8069773
6.3,4227236
6.3,2669997
6.3,10042463
6.3,9724092
6.3,2833478
6.3,12780511
6.3,5871064
6.3,11324037
6.3,5013704
6.3,11821674
6.3,5864338
6.3,2834322
6.3,10714547
6.3,5865298
6.3,5865786
6.3,12043765
6.3,237374
6.3,5866965
6.3,5867314
6.3,9829444
6.3,5868007
6.3,11873451
6.3,11896739
6.3,5868468
6.3,2554337
6.3,1004293
6.3,10040767
6.3,12782706
6.3,4354469
6.3,8070930
6.3,6491939
6.3,8703571
6.3,1332352
6.3,7974996
6.3,1014127
6.3,6491272
6.3,5904479
6.3,8741957
6.3,1206000
6.3,5904861
6.3,10718317
6.3,12657804
6.3,11229452
6.3,7628692
6.3,9489194
6.3,5909412
6.3,11777241
6.3,3219596
6.3,12904201
6.3,6932281
6.3,8739759
6.3,12282032
6.3,680061
6.3,1879641
6.3,7978497
6.3,10447215
6.3,4532108
6.3,3330229
6.3,9715982
6.3,10717770
6.3,3115466
6.3,8245329
6.3,685256
6.3,8749080
6.3,12906610
6.3,10453931
6.3,9707120
6.3,7849615
6.3,3524537
6.3,12023293
6.3,10044914
6.3,1337145
6.3,7804068
6.3,11161322
6.3,7977743
6.3,11236005
6.3,11819412
6.3,7631098
6.3,8745794
6.3,502501
6.3,4727514
6.3,11546959
6.3,1341261
6.3,8244886
6.3,12485034
6.3,12217158
6.3,6057249
6.3,7602901
6.3,1038356
6.3,879903
6.3,8678072
6.3,9660776
6.3,7588141
6.3,12891758
6.3,12686949
6.3,647649
6.3,12612922
6.3,1566005
6.3,6465051
6.3,6055477
6.3,11977130
6.3,7468623
6.3,6462495
6.3,8669088
6.3,11075859
6.3,9131956
6.3,8287635
6.3,4687080
6.3,8284821
6.3,1395369
6.3,2692788
6.3,7592245
6.3,6032261
6.3,5238168
6.3,3338662
6.3,11069674
6.3,12518377
6.3,9056694
6.3,1036418
6.3,12118185
6.3,9766168
6.3,1397383
6.3,12891958
6.3,12517705
6.3,6041974
6.3,1037619
6.3,1829967
6.3,10384259
6.3,9216694
6.3,3550026
6.3,10355801
6.3,10211545
6.3,2818052
6.3,12889064
6.3,6064039
6.3,1567338
6.3,640197
6.3,833285
6.3,8003145
6.3,8290575
6.3,6072668
6.3,8656181
6.3,11710304
6.3,11748938
6.3,1414188
6.3,2402402
6.3,806215
6.3,492906
6.3,6873934
6.3,5148879
6.3,1405468
6.3,7596044
6.3,4549318
6.3,6076787
6.3,11996920
6.3,2547838
6.3,4679212
6.3,10371753
6.3,5088535
6.3,1824600
6.3,6074957
6.3,3123489
6.3,12505876
6.3,644907
6.3,2818807
6.3,10369146
6.3,9134411
6.3,11207427
6.3,7355217
6.3,11710569
6.3,9892508
6.3,6074623
6.3,8682271
6.3,10744432
6.3,9549882
6.3,497786
6.3,12519313
6.3,8696614
6.3,3544751
6.3,3307058
6.3,2688103
6.3,9540999
6.3,6457990
6.3,7587249
6.3,1045876
6.3,99200
6.3,1383513
6.3,3057924
6.3,3120617
6.3,1384494
6.3,2317487
6.3,12491399
6.3,10085370
6.3,1842310
6.3,3710761
6.3,12894513
6.3,3207592
6.3,10347274
6.3,7614714
6.3,2448891
6.3,1696566
6.3,4673487
6.3,8652571
6.3,188651
6.3,12896358
6.3,10784296
6.3,2686326
6.3,2758471
6.3,12487246
6.3,1123009
6.3,11219529
6.3,8274898
6.3,8275049
6.3,10064797
6.3,2468110
6.3,6456909
6.3,52717
6.3,3121237
6.3,1032499
6.3,5164722
6.3,7353823
6.3,11353909
6.3,231180
6.3,8001053
6.3,12496376
6.3,2702849
6.3,11065844
6.3,4550080
6.3,11213518
6.3,11777544
6.3,1197873
6.3,918587
6.3,11883177
6.3,2692187
6.3,3077761
6.3,1814756
6.3,10074354
6.3,12805320
6.3,1392084
6.3,496663
6.3,8687808
6.3,10360668
6.3,3355300
6.3,5240896
6.3,12614752
6.3,922841
6.3,1199493
6.3,1698779
6.3,8689686
6.3,3699741
6.3,8298249
6.3,3555847
6.3,12165586
6.3,7610040
6.3,12168340
6.3,12519034
6.3,3545697
6.5,12040855
6.5,1424632
6.5,6712432
6.5,2623712
6.5,909735
6.5,12216781
6.5,4596259
6.5,4906262
6.5,4584187
6.5,3380881
6.5,6644107
6.5,8145968
6.5,9711058
6.5,5957
6.5,8430679
6.5,3614504
6.5,12794409
6.5,10496738
6.5,11280726
6.5,3865267
6.5,6740910
6.5,9700822
6.5,5354767
6.5,10671018
6.5,2455950
6.5,3365128
6.5,5683056
6.5,11029022
6.5,8451347
6.5,2986564
6.5,8247479
6.5,11893951
6.5,9051148
6.5,10717496
6.7,11872791
6.7,5064128
6.7,11906525
6.7,11400612
6.7,5050326
6.7,5017187
6.7,3351920
6.7,10867880
6.7,3055970
6.7,3369431
6.7,10888560
6.7,2545991
6.7,12262264
6.7,12267183
6.7,3281336
6.7,11905992
6.7,3377252
6.7,3320391
6.7,12262947
6.7,3369740
6.7,10847814
6.7,4076344
6.7,2530523
6.7,3357503
6.7,3347382
6.7,4996517
6.7,3379310
6.7,3304365
6.7,5054164
6.7,2503449
6.7,5061254
6.7,2565676
6.7,2547555
6.7,5027767
6.7,5029279
6.7,2487520
6.7,3329426
6.7,2543156
6.7,5013375
6.7,5053315
6.7,10881968
6.7,2491699
6.7,2513301
6.7,11402621
6.7,3361765
6.7,3306006
6.7,3354775
6.7,2565354
6.7,3307827
6.7,2516984
6.7,5041164
6.7,12277655
6.7,3371517
6.7,11891125
6.7,3308165
6.7,2486544
6.7,11340278
6.7,2578695
6.7,4368729
6.7,11979004
6.7,11676909
6.7,2826862
6.7,11680057
6.7,3719304
6.7,11225890
6.7,4377050
6.7,2824556
6.7,12116013
6.7,11684110
6.7,4390584
6.7,11216286
6.7,11235732
6.7,2821083
6.7,2819003
6.7,2818476
6.7,3123652
6.7,11708020
6.7,3044757
6.7,12120019
6.7,4404092
6.7,3124952
6.7,2815538
6.7,11206479
6.7,2814733
6.7,11711580
6.7,11203196
6.7,3699448
6.7,2832275
6.7,11665325
6.7,3114911
6.7,11346323
6.7,4303600
6.7,11260946
6.7,3814470
6.7,3812551
6.7,11612765
6.7,2853124
6.7,4321829
6.7,4322173
6.7,11256958
6.7,11622630
6.7,11347963
6.7,3111143
6.7,11645516
6.7,11645798
6.7,11650538
6.7,11247190
6.7,11246068
6.7,11980965
6.7,2837152
6.7,3112752
6.7,11652795
6.7,11348777
6.7,3746386
6.7,11658523
6.7,3043901
6.7,12111028
6.7,11661913
6.7,11662271
6.7,11715484
6.7,3126399
6.7,2812760
6.7,3044930
6.7,2786091
6.7,4445959
6.7,11351359
6.7,11426575
6.7,2783188
6.7,12148216
6.7,4452084
6.7,11754279
6.7,4454673
6.7,117173
6.7,2778321
6.7,2777429
6.7,12150400
6.7,4477739
6.7,11148147
6.7,2776114
6.7,4482955
6.7,4484561
6.7,12151779
6.7,3637430
6.7,4487423
6.7,11763315
6.7,2773482
6.7,11146507
6.7,3634590
6.7,3633275
6.7,3631661
6.7,3630368
6.7,11142653
6.7,4444466
6.7,2858768
6.7,11351163
6.7,11160238
6.7,11198002
