secondarykey,Index Value
9.6,3711190
9.6,11806999
9.6,3337634
9.6,11808709
9.6,8268489
9.6,11809012
9.6,8106141
9.6,8267462
9.6,3361292
9.6,8222777
9.6,3361889
9.6,3565266
9.6,3565115
9.6,3750282
9.6,3564911
9.6,11875535
9.6,11685554
9.6,3714018
9.6,3362387
9.6,3564747
9.6,3363287
9.6,3363693
9.6,3749622
9.6,3364897
9.6,3365673
9.6,8267678
9.6,8103460
9.6,9558056
9.6,3567187
9.6,3354974
9.6,3355458
9.6,3567960
9.6,3355799
9.6,3357199
9.6,3357333
9.6,8102989
9.6,3712619
9.6,8268119
9.6,3315474
9.6,3357927
9.6,11881718
9.6,3358453
9.6,3358622
9.6,3567322
9.6,11880002
9.6,9557829
9.6,3751215
9.6,3358983
9.6,3359202
9.6,9557635
9.6,11870540
9.6,3755218
9.6,11899457
9.6,3769215
9.6,8096458
9.6,11633438
9.6,3768066
9.6,3766726
9.6,11804348
9.6,112602
9.6,11633952
9.6,9552328
9.6,3575372
9.6,3283655
9.6,9552733
9.6,9552934
9.6,3766312
9.6,3765957
9.6,11804705
9.6,3574983
9.6,3765594
9.6,3764962
9.6,8280946
9.6,11805232
9.6,11632923
9.6,11632791
9.6,3274921
9.6,3279355
9.6,8283337
9.6,8283077
9.6,3706185
9.6,3770657
9.6,8094963
9.6,11632381
9.6,8281721
9.6,3706456
9.6,3577821
9.6,3706725
9.6,9579254
9.6,11803119
9.6,3280524
9.6,3280808
9.6,11913580
9.6,11632590
9.6,8213742
9.6,9578521
9.6,3285533
9.6,3286322
9.6,8279397
9.6,3759789
9.6,8097838
9.6,3305620
9.6,3758438
9.6,11640766
9.6,11641074
9.6,3571137
9.6,3758063
9.6,3306553
9.6,11901962
9.6,3757550
9.6,3757279
9.6,3307620
9.6,9629004
9.6,8275281
9.6,8116678
9.6,3755506
9.6,3309864
9.6,3310229
9.6,9554219
9.6,3571578
9.6,3304548
9.6,11691773
9.6,8279249
9.6,3574301
9.6,8278107
9.6,8216174
9.6,11909467
9.6,3763423
9.6,3290139
9.6,3294078
9.6,3762609
9.6,8273802
9.6,8277920
9.6,3573331
9.6,3707568
9.6,3760121
9.6,3709743
9.6,3301816
9.6,9554084
9.6,3303254
9.6,3303774
9.6,3303945
9.6,8277515
9.6,3274604
9.6,3368509
9.6,8263864
9.6,3471828
9.6,3472992
9.6,3720792
9.6,3537165
9.6,9569331
9.6,3531956
9.6,3477546
9.6,3732406
9.6,8110212
9.6,3481503
9.6,8231844
9.6,8110628
9.6,8241842
9.6,3483690
9.6,3530275
9.6,11829421
9.6,8111707
9.6,3529190
9.6,11829211
9.6,3734149
9.6,3487910
9.6,8231517
9.6,3734472
9.6,8242399
9.6,9568799
9.6,3737936
9.6,11814904
9.6,11665936
9.6,3464774
9.6,3465662
9.6,8109101
9.6,11666596
9.6,11666920
9.6,8114945
9.6,3736098
9.6,3735817
9.6,8109223
9.6,3466217
9.6,3735036
9.6,8228592
9.6,11835005
9.6,8242145
9.6,3719574
9.6,9569867
9.6,9570059
9.6,8113299
9.6,8232160
9.6,3502280
9.6,8239970
9.6,11825089
9.6,11824925
9.6,3724761
9.6,3503515
9.6,3526587
9.6,3724435
9.6,8238290
9.6,3724139
9.6,3506518
9.6,8235552
9.6,3723737
9.6,3722737
9.6,3515076
9.6,3517712
9.6,3519725
9.6,3520021
9.6,3722100
9.6,11675897
9.6,3500392
9.6,11675566
9.6,11828343
9.6,11671973
9.6,3729991
9.6,3729632
9.6,3729335
9.6,3489559
9.6,3492514
9.6,8240828
9.6,11827713
9.6,3544454
9.6,9570515
9.6,8111980
9.6,3498112
9.6,8240631
9.6,3727590
9.6,3528481
9.6,9571010
9.6,3527628
9.6,3726339
9.6,11817468
9.6,9570715
9.6,3368835
9.6,8108394
9.6,3458389
9.6,3558465
9.6,3746899
9.6,8259777
9.6,3402962
9.6,8259418
9.6,11656107
9.6,3746007
9.6,3552684
9.6,3413894
9.6,3414485
9.6,3745722
9.6,11657224
9.6,3415199
9.6,9564079
9.6,3415833
9.6,8256042
9.6,3418615
9.6,11657533
9.6,3419869
9.6,8259939
9.6,8254455
9.6,3747373
9.6,3559902
9.6,3375702
9.6,11811929
9.6,8263285
9.6,11868028
9.6,11867211
9.6,8262806
9.6,9615742
9.6,3383324
9.6,8261777
9.6,11653661
9.6,11865297
9.6,8260717
9.6,9561160
9.6,8260325
9.6,11812166
9.6,3748275
9.6,3747671
9.6,3715272
9.6,3715659
9.6,3398168
9.6,3421819
9.6,8253960
9.6,11853962
9.6,8248971
9.6,3740248
9.6,3438961
9.6,8248352
9.6,11813744
9.6,3440225
9.6,11813998
9.6,3739958
9.6,3443950
9.6,3550808
9.6,11664033
9.6,3739300
9.6,3549284
9.6,3449052
9.6,8224031
9.6,3717490
9.6,8115404
9.6,8244258
9.6,3718429
9.6,8108184
9.6,3740931
9.6,3741286
9.6,11661617
9.6,3744619
9.6,11853226
9.6,3716029
9.6,3552028
9.6,8253598
9.6,11851471
9.6,11851131
9.6,3716768
9.6,11659297
9.6,3458965
9.6,3551755
9.6,3426629
9.6,8107723
9.6,11849897
9.6,3742759
9.6,3742408
9.6,3427533
9.6,3742137
9.6,3429138
9.6,11661304
9.6,11813624
9.6,3111301
9.6,11694082
9.6,3271948
9.6,3169967
9.6,3170191
9.6,11611263
9.6,11950336
9.6,11611721
9.6,3170646
9.6,3170772
9.6,8079234
9.6,3801123
9.6,3171128
9.6,3171250
9.6,11949116
9.6,3594858
9.6,9528527
9.6,8198395
9.6,9528863
9.6,3172353
9.6,8315654
9.6,3799024
9.6,3169850
9.6,3173998
9.6,3694042
9.6,3169179
9.6,3156672
9.6,3157187
9.6,3164998
9.6,9527383
9.6,3803870
9.6,3166775
9.6,3803438
9.6,3595044
9.6,3803028
9.6,3167613
9.6,11609246
9.6,3692395
9.6,11794057
9.6,11609560
9.6,8319333
9.6,8078397
9.6,3692795
9.6,11610708
9.6,8078917
9.6,11705200
9.6,3174654
9.6,3174964
9.6,8315207
9.6,3592991
9.6,8310900
9.6,11795731
9.6,3795678
9.6,11615429
9.6,11615667
9.6,11615814
9.6,3795350
9.6,11616170
9.6,8310356
9.6,9535074
9.6,3181007
9.6,8199736
9.6,11942426
9.6,11616314
9.6,11942223
9.6,3591886
9.6,9535559
9.6,3590844
9.6,11615012
9.6,8311214
9.6,8311526
9.6,3177778
9.6,11947396
9.6,11947216
9.6,3175476
9.6,8313230
9.6,3176027
9.6,3696217
9.6,3594040
9.6,3176167
9.6,11946148
9.6,3156435
9.6,8079570
9.6,11613767
9.6,11614030
9.6,3176503
9.6,8312834
9.6,8118276
9.6,8080873
9.6,3797240
9.6,3177268
9.6,3698105
9.6,11945549
9.6,11616654
9.6,9585454
9.6,3153560
9.6,9521733
9.6,3600108
9.6,11601073
9.6,3810477
9.6,11602048
9.6,11975154
9.6,9521993
9.6,3599464
9.6,3810127
9.6,11603192
9.6,8074087
9.6,3599158
9.6,11708778
9.6,3121848
9.6,3122909
9.6,3124051
9.6,8076360
9.6,3808948
9.6,3127550
9.6,8336739
9.6,3129474
9.6,8193961
9.6,3600482
9.6,11981435
9.6,3112053
9.6,3523276
9.6,3112581
9.6,3600656
9.6,8072444
9.6,3812211
9.6,3115671
9.6,9520691
9.6,8124959
9.6,3116656
9.6,11978445
9.6,3117313
9.6,11600612
9.6,11600743
9.6,3118107
9.6,3118851
9.6,3119016
9.6,11790306
9.6,11976572
9.6,3808388
9.6,8334938
9.6,11968140
9.6,11792934
9.6,11707571
9.6,3806460
9.6,8330409
9.6,3148043
9.6,3148515
9.6,8329514
9.6,8329220
9.6,3805790
9.6,3597066
9.6,3805510
9.6,8327034
9.6,8326746
9.6,3804588
9.6,3804313
9.6,8326389
9.6,9527100
9.6,3153298
9.6,8123445
9.6,8331578
9.6,11956133
9.6,9525488
9.6,8197009
9.6,11967588
9.6,3129898
9.6,3130807
9.6,3808015
9.6,11791622
9.6,3132405
9.6,3690018
9.6,11605857
9.6,11964747
9.6,8325956
9.6,3133985
9.6,3134752
9.6,11963227
9.6,11962867
9.6,8333388
9.6,11961677
9.6,3597945
9.6,9524962
9.6,11959925
9.6,3142837
9.6,9523828
9.6,3770934
9.6,8309405
9.6,3184433
9.6,9545267
9.6,3233811
9.6,3234013
9.6,3582010
9.6,11694772
9.6,11924746
9.6,11625604
9.6,11625956
9.6,11626259
9.6,3235508
9.6,3774231
9.6,3236058
9.6,11626802
9.6,11627636
9.6,3236604
9.6,11628005
9.6,11800961
9.6,3238250
9.6,9546760
9.6,11926124
9.6,8286933
9.6,3233028
9.6,11624416
9.6,3777853
9.6,3777458
9.6,11621760
9.6,3777157
9.6,3705893
9.6,8208308
9.6,8294771
9.6,11928369
9.6,11927997
9.6,3776876
9.6,3230572
9.6,8294032
9.6,3776536
9.6,8293042
9.6,3776234
9.6,8292258
9.6,8291478
9.6,3582162
9.6,3232351
9.6,3774670
9.6,8286752
9.6,8209387
9.6,11922624
9.6,112969
9.6,11630816
9.6,11801816
9.6,3255311
9.6,3255894
9.6,8210230
9.6,3257648
9.6,3259494
9.6,11630954
9.6,3262728
9.6,11631166
9.6,11631319
9.6,11631496
9.6,8284250
9.6,11802187
9.6,8283862
9.6,11916311
9.6,11631653
9.6,11694410
9.6,9548989
9.6,11630605
9.6,3771208
9.6,11919023
9.6,3240067
9.6,3240417
9.6,3240918
9.6,3241042
9.6,3241160
9.6,3241769
9.6,3242114
9.6,3242702
9.6,11629181
9.6,8207686
9.6,3771971
9.6,11920607
9.6,3243140
9.6,8285371
9.6,11920081
9.6,11630293
9.6,3248858
9.6,3249442
9.6,3579825
9.6,11919207
9.6,3771541
9.6,8117000
9.6,3584169
9.6,11696180
9.6,3588590
9.6,11618659
9.6,3787319
9.6,9538435
9.6,8307145
9.6,11938530
9.6,8306849
9.6,9538957
9.6,9539181
9.6,9539293
9.6,9539471
9.6,8086024
9.6,9583040
9.6,8086512
9.6,11937058
9.6,11936730
9.6,8305637
9.6,8305344
9.6,3196150
9.6,11700194
9.6,11619310
9.6,3787630
9.6,3656162
9.6,11616901
9.6,3589288
9.6,3794308
9.6,8309248
9.6,3792863
9.6,3792386
9.6,3186848
9.6,3189848
9.6,3791326
9.6,8309090
9.6,8308978
9.6,3790598
9.6,3789748
9.6,8085355
9.6,3588828
9.6,3788736
9.6,3190600
9.6,3788451
9.6,11939274
9.6,3788143
9.6,3785196
9.6,11798245
9.6,3587275
9.6,3215347
9.6,3217461
9.6,11931374
9.6,3218076
9.6,3704355
9.6,11930925
9.6,8298455
9.6,8089729
9.6,11799253
9.6,3704618
9.6,8297422
9.6,11620679
9.6,3705422
9.6,8297185
9.6,3221638
9.6,113394
9.6,3223936
9.6,3779227
9.6,11929466
9.6,3211433
9.6,3210147
9.6,11620310
9.6,3209896
9.6,3199647
9.6,3201078
9.6,9614800
9.6,3202374
9.6,3203000
9.6,3203837
9.6,8302786
9.6,3205800
9.6,8302294
9.6,8295937
9.6,3206992
9.6,11933222
9.6,11619905
9.6,9540728
9.6,3783085
9.6,8204382
9.6,3782370
9.6,8301087
9.6,3704028
9.6,3208483
9.6,3703169
9.6,3432221
9.6,6651712
9.6,9468452
9.6,828398
9.6,8919208
9.6,832572
9.6,9273249
9.6,833894
9.6,835556
9.6,9273575
9.6,836411
9.6,836951
9.6,8918010
9.6,9274482
9.6,8915597
9.6,844376
9.6,8914213
9.6,8913907
9.6,9276782
9.6,847126
9.6,847822
9.6,850540
9.6,8907416
9.6,851743
9.6,852009
9.6,853039
9.6,9277726
9.6,855590
9.6,856763
9.6,12794577
9.6,827588
9.6,133330
9.6,827001
9.6,136995
9.6,798738
9.6,800422
9.6,802897
9.6,12810721
9.6,138143
9.6,805030
9.6,12809266
9.6,12809062
9.6,809085
9.6,8924730
9.6,12808438
9.6,12808223
9.6,811025
9.6,811439
9.6,8924099
9.6,9268960
9.6,815172
9.6,816128
9.6,12806542
9.6,12806345
9.6,816357
9.6,8923560
9.6,8922560
9.6,818064
9.6,12805117
9.6,819172
9.6,821434
9.6,12804217
9.6,797012
9.6,8905877
9.6,8905115
9.6,8879961
9.6,896158
9.6,9290901
9.6,12782468
9.6,130659
9.6,8876680
9.6,9291953
9.6,904629
9.6,906979
9.6,907136
9.6,909061
9.6,8876288
9.6,910555
9.6,910963
9.6,911652
9.6,9293175
9.6,8876128
9.6,915793
9.6,917091
9.6,919154
9.6,9294387
9.6,919797
9.6,8875273
9.6,8874933
9.6,921570
9.6,922202
9.6,924790
9.6,895610
9.6,12793801
9.6,895217
9.6,8886982
9.6,8904267
9.6,865666
9.6,8903863
9.6,867595
9.6,868432
9.6,870786
9.6,8902728
9.6,9281113
9.6,12790398
9.6,875909
9.6,8901968
9.6,8899030
9.6,8897642
9.6,9283365
9.6,8897249
9.6,8893302
9.6,883150
9.6,883810
9.6,8890666
9.6,9286681
9.6,131649
9.6,886408
9.6,889687
9.6,891985
9.6,12786392
9.6,893060
9.6,12785850
9.6,9288635
9.6,8934564
9.6,792729
9.6,8935128
9.6,524577
9.6,8963317
9.6,12840521
9.6,12840321
9.6,9252396
9.6,535812
9.6,538127
9.6,538784
9.6,8962992
9.6,540316
9.6,12838821
9.6,8962438
9.6,552527
9.6,8960978
9.6,12837840
9.6,560581
9.6,566343
9.6,12836652
9.6,8959820
9.6,12836292
9.6,8959283
9.6,9254435
9.6,603267
9.6,609372
9.6,609794
9.6,612154
9.6,614193
9.6,522627
9.6,624726
9.6,12841708
9.6,510448
9.6,465530
9.6,8973607
9.6,12849688
9.6,8973307
9.6,466328
9.6,8972931
9.6,467112
9.6,8971178
9.6,8968557
9.6,479029
9.6,12846760
9.6,12846582
9.6,480687
9.6,481091
9.6,482653
9.6,483472
9.6,8968137
9.6,146322
9.6,8967206
9.6,9250471
9.6,489071
9.6,491561
9.6,12843585
9.6,8965606
9.6,12843191
9.6,503271
9.6,510105
9.6,513889
9.6,625261
9.6,627086
9.6,629659
9.6,706094
9.6,12820114
9.6,708644
9.6,708966
9.6,8951177
9.6,713397
9.6,714318
9.6,8950444
9.6,8949012
9.6,727918
9.6,735338
9.6,737297
9.6,9259316
9.6,741464
9.6,8945404
9.6,8945257
9.6,8944521
9.6,12815308
9.6,9262635
9.6,773926
9.6,782401
9.6,783777
9.6,785146
9.6,786013
9.6,787933
9.6,8936120
9.6,8935416
9.6,705820
9.6,703802
9.6,697926
9.6,8953280
9.6,629952
9.6,632488
9.6,12831260
9.6,636265
9.6,8958485
9.6,143767
9.6,643202
9.6,8956751
9.6,8956466
9.6,646294
9.6,8956163
9.6,8955285
9.6,12827958
9.6,12776588
9.6,651241
9.6,659210
9.6,8954314
9.6,665449
9.6,666086
9.6,9256697
9.6,8954169
9.6,671821
9.6,675504
9.6,676418
9.6,682762
9.6,687671
9.6,12823581
9.6,692135
9.6,655312
9.6,8874777
9.6,925922
9.6,926181
9.6,8835708
9.6,1222903
9.6,1223333
9.6,1224909
9.6,1225191
9.6,1225579
9.6,1226346
9.6,8835162
9.6,1229126
9.6,12729902
9.6,8834669
9.6,1230149
9.6,1230771
9.6,1231623
9.6,1232513
9.6,1235114
9.6,12728173
9.6,9333952
9.6,1237640
9.6,1237869
9.6,8834151
9.6,1238704
9.6,8833381
9.6,1239589
9.6,1240140
9.6,1241227
9.6,1242140
9.6,9331503
9.6,1243907
9.6,8836848
9.6,8837049
9.6,8842122
9.6,8841835
9.6,1199102
9.6,1204899
9.6,8841370
9.6,8841022
9.6,1206410
9.6,9327055
9.6,1209615
9.6,8839502
9.6,1210612
9.6,8838871
9.6,1211510
9.6,1212218
9.6,1212348
9.6,12736230
9.6,12736002
9.6,1212886
9.6,9328456
9.6,9328777
9.6,9329102
9.6,12734988
9.6,1214013
9.6,1214462
9.6,1216088
9.6,1216285
9.6,8838701
9.6,1219437
9.6,8827782
9.6,1245021
9.6,1245586
9.6,1283557
9.6,1284057
9.6,1285664
9.6,1286276
9.6,128531
9.6,9346714
9.6,1289270
9.6,9346979
9.6,1289759
9.6,9347826
9.6,8812516
9.6,9348680
9.6,8810252
9.6,1295900
9.6,1296071
9.6,1296831
9.6,1297948
9.6,1298759
9.6,1299400
9.6,1300238
9.6,8809334
9.6,1301904
9.6,1302067
9.6,1302952
9.6,12707929
9.6,8808456
9.6,12707486
9.6,1282297
9.6,12715551
9.6,8816640
9.6,1281585
9.6,1247427
9.6,8825043
9.6,1251534
9.6,1252010
9.6,12722654
9.6,1252757
9.6,8824309
9.6,8822294
9.6,1256284
9.6,1258446
9.6,1260231
9.6,1261400
9.6,1262812
9.6,12739932
9.6,1264631
9.6,9341258
9.6,1271528
9.6,9341722
9.6,12718732
9.6,8821136
9.6,1273380
9.6,1273863
9.6,1274977
9.6,1275114
9.6,1277374
9.6,8820620
9.6,8819287
9.6,1281115
9.6,1265528
9.6,9248486
9.6,9325168
9.6,8843838
9.6,8872222
9.6,8871102
9.6,9302506
9.6,975345
9.6,12764673
9.6,980948
9.6,981531
9.6,8870375
9.6,8870060
9.6,8869848
9.6,986728
9.6,8869487
9.6,12762260
9.6,8869172
9.6,990699
9.6,991379
9.6,8868978
9.6,994086
9.6,995370
9.6,997544
9.6,1001473
9.6,12760052
9.6,8867838
9.6,8867415
9.6,1005353
9.6,1006078
9.6,1010443
9.6,961273
9.6,1011736
9.6,12766891
9.6,951849
9.6,926851
9.6,927617
9.6,11135
9.6,8873707
9.6,934572
9.6,12773630
9.6,934820
9.6,935737
9.6,936441
9.6,12772753
9.6,937391
9.6,12772279
9.6,12772099
9.6,938992
9.6,943568
9.6,11613
9.6,944778
9.6,12770526
9.6,946833
9.6,12770125
9.6,948227
9.6,948562
9.6,9298946
9.6,949441
9.6,950192
9.6,8872813
9.6,8872617
9.6,9300470
9.6,1018998
9.6,12758540
9.6,1019277
9.6,9316104
9.6,1127469
9.6,1133841
9.6,12748116
9.6,8855239
9.6,8854646
9.6,8854319
9.6,8853994
9.6,1144783
9.6,8853605
9.6,8852807
9.6,8850358
9.6,12745771
9.6,1153561
9.6,12745363
9.6,9319487
9.6,8848173
9.6,8847363
9.6,8846693
9.6,8846269
9.6,1170921
9.6,8845979
9.6,12742258
9.6,9322404
9.6,1177444
9.6,1177876
9.6,1180019
9.6,12748913
9.6,1120706
9.6,1115568
9.6,129011
9.6,1024743
9.6,1026433
9.6,9307227
9.6,1032232
9.6,8866319
9.6,12989
9.6,1034780
9.6,1036974
9.6,12755874
9.6,12755692
9.6,1042044
9.6,9308539
9.6,9308794
9.6,8842405
9.6,8864428
9.6,1058763
9.6,1061621
9.6,8862770
9.6,1063021
9.6,9310294
9.6,1071472
9.6,8861411
9.6,1081007
9.6,1081261
9.6,8861127
9.6,9312985
9.6,9315009
9.6,8857121
9.6,8863981
9.6,12851106
9.6,8974242
9.6,464407
9.6,9074045
9.6,12969279
9.6,303846
9.6,9214826
9.6,305273
9.6,9071758
9.6,9215263
9.6,307747
9.6,12966646
9.6,9068507
9.6,310018
9.6,9057074
9.6,9055273
9.6,313738
9.6,315768
9.6,9037671
9.6,9035805
9.6,9033520
9.6,318347
9.6,319562
9.6,9027868
9.6,321774
9.6,322235
9.6,12955716
9.6,9218245
9.6,323453
9.6,324966
9.6,302508
9.6,12954022
9.6,301450
9.6,300104
9.6,271289
9.6,271949
9.6,9104519
9.6,273051
9.6,273691
9.6,273948
9.6,274355
9.6,275389
9.6,275879
9.6,9212352
9.6,9095824
9.6,12981274
9.6,281382
9.6,282686
9.6,283720
9.6,284303
9.6,12978654
9.6,287126
9.6,288827
9.6,291223
9.6,9091912
9.6,293162
9.6,294126
9.6,9088590
9.6,12973845
9.6,9087145
9.6,299785
9.6,9086381
9.6,326594
9.6,328839
9.6,9218673
9.6,352637
9.6,353342
9.6,354019
9.6,354301
9.6,9016062
9.6,355660
9.6,12931160
9.6,356407
9.6,9015665
9.6,358637
9.6,359567
9.6,360626
9.6,9015245
9.6,361352
9.6,362390
9.6,362663
9.6,364292
9.6,364590
9.6,365322
9.6,9014879
9.6,9014748
9.6,367016
9.6,367426
9.6,367742
9.6,12919473
9.6,9014535
9.6,12918834
9.6,9016846
9.6,12935237
9.6,351330
9.6,350848
9.6,330809
9.6,331901
9.6,9024943
9.6,333252
9.6,12948819
9.6,12948531
9.6,333531
9.6,12947616
9.6,12947349
9.6,334197
9.6,9022663
9.6,9018415
9.6,336599
9.6,9107145
9.6,338611
9.6,339387
9.6,339669
9.6,340935
9.6,342111
9.6,9220007
9.6,342909
9.6,343564
9.6,9018253
9.6,346655
9.6,9017924
9.6,348304
9.6,9017042
9.6,350500
9.6,12944831
9.6,371166
9.6,270903
9.6,12987166
9.6,13009806
9.6,202566
9.6,13009364
9.6,203256
9.6,203640
9.6,9175863
9.6,9175139
9.6,9174444
9.6,211613
9.6,9173087
9.6,13007695
9.6,9172434
9.6,214531
9.6,9204210
9.6,215176
9.6,219381
9.6,222413
9.6,224540
9.6,13005881
9.6,9170079
9.6,9169470
9.6,234590
9.6,13004117
9.6,9206279
9.6,236163
9.6,9160978
9.6,238801
9.6,201860
9.6,239606
9.6,9178991
9.6,197568
9.6,9195475
9.6,150601
9.6,152019
9.6,9194669
9.6,157829
9.6,9193339
9.6,9192657
9.6,167315
9.6,170353
9.6,9191545
9.6,173806
9.6,175814
9.6,176206
9.6,177272
9.6,9199901
9.6,13015240
9.6,179888
9.6,9191270
9.6,9188563
9.6,187301
9.6,9184478
9.6,188310
9.6,189820
9.6,191004
9.6,64040
9.6,9201698
9.6,195089
9.6,198307
9.6,13002643
9.6,239940
9.6,240708
9.6,256826
9.6,257663
9.6,259338
9.6,259816
9.6,9127493
9.6,260789
9.6,261002
9.6,261739
9.6,262235
9.6,9121311
9.6,262824
9.6,263063
9.6,263268
9.6,263462
9.6,263679
9.6,9119977
9.6,264150
9.6,264610
9.6,265622
9.6,266304
9.6,9112037
9.6,266930
9.6,12988563
9.6,9111556
9.6,12987901
9.6,269261
9.6,269434
9.6,256395
9.6,255530
9.6,255284
9.6,12994431
9.6,9154206
9.6,9148595
9.6,241872
9.6,242278
9.6,242921
9.6,13000244
9.6,243505
9.6,12999555
9.6,12999414
9.6,244417
9.6,244589
9.6,244995
9.6,247641
9.6,270025
9.6,247820
9.6,250221
9.6,250816
9.6,9137422
9.6,251193
9.6,251451
9.6,9130985
9.6,9130274
9.6,9208676
9.6,12995525
9.6,9129653
9.6,12995027
9.6,254353
9.6,255057
9.6,12997831
9.6,1303627
9.6,12918036
9.6,371755
9.6,8993046
9.6,436532
9.6,436875
9.6,437282
9.6,437471
9.6,8991756
9.6,438164
9.6,438362
9.6,438711
9.6,12873747
9.6,439654
9.6,439836
9.6,440247
9.6,440390
9.6,440590
9.6,440749
9.6,441103
9.6,441571
9.6,441992
9.6,442206
9.6,8990688
9.6,8990244
9.6,443056
9.6,9241663
9.6,8989147
9.6,8987562
9.6,444866
9.6,12877236
9.6,445363
9.6,8993401
9.6,435498
9.6,9001114
9.6,9000786
9.6,428937
9.6,8999818
9.6,12884339
9.6,429420
9.6,8999565
9.6,429751
9.6,8999194
9.6,430876
9.6,431320
9.6,431582
9.6,8996673
9.6,8996367
9.6,432184
9.6,432418
9.6,12881430
9.6,12881250
9.6,8996108
9.6,432848
9.6,433114
9.6,433373
9.6,433548
9.6,12879499
9.6,433956
9.6,434824
9.6,435265
9.6,8993690
9.6,445819
9.6,446067
9.6,446528
9.6,8977173
9.6,8976768
9.6,456982
9.6,457605
9.6,457841
9.6,458304
9.6,458639
9.6,459367
9.6,459600
9.6,459870
9.6,460658
9.6,461368
9.6,12856220
9.6,12855838
9.6,461727
9.6,8974861
9.6,12854220
9.6,8974540
9.6,462378
9.6,462806
9.6,12853121
9.6,463016
9.6,463298
9.6,12852406
9.6,463962
9.6,464208
9.6,12851796
9.6,456131
9.6,455969
9.6,8978099
9.6,9246004
9.6,446761
9.6,446988
9.6,447232
9.6,447510
9.6,447656
9.6,447865
9.6,9243283
9.6,448442
9.6,448805
9.6,8985876
9.6,9244190
9.6,449613
9.6,450044
9.6,427717
9.6,450259
9.6,8983300
9.6,8980789
9.6,451393
9.6,8980328
9.6,452275
9.6,452469
9.6,452746
9.6,453910
9.6,12861666
9.6,454107
9.6,454467
9.6,454728
9.6,455100
9.6,450414
9.6,9014223
9.6,427471
9.6,9001707
9.6,9227164
9.6,9011723
9.6,389044
9.6,389256
9.6,389973
9.6,390188
9.6,391023
9.6,391378
9.6,391579
9.6,391970
9.6,9010777
9.6,393043
9.6,9010575
9.6,394058
9.6,394245
9.6,394475
9.6,9010323
9.6,394879
9.6,395091
9.6,9228640
9.6,396202
9.6,396447
9.6,396677
9.6,396869
9.6,397486
9.6,397919
9.6,9009772
9.6,388417
9.6,398819
9.6,388225
9.6,9011856
9.6,9224214
9.6,9014098
9.6,9013928
9.6,9013560
9.6,12916345
9.6,375677
9.6,9013401
9.6,377165
9.6,377494
9.6,9225547
9.6,378562
9.6,379198
9.6,12914769
9.6,379897
9.6,380231
9.6,381515
9.6,9012721
9.6,382554
9.6,9012556
9.6,383658
9.6,384140
9.6,384615
9.6,385020
9.6,12911979
9.6,9012301
9.6,386026
9.6,9011987
9.6,387654
9.6,399011
9.6,9009461
9.6,9009102
9.6,9233328
9.6,413653
9.6,414889
9.6,9233517
9.6,416728
9.6,417162
9.6,418282
9.6,12891546
9.6,9004206
9.6,419070
9.6,9004040
9.6,9003922
9.6,420453
9.6,12890229
9.6,420705
9.6,9003721
9.6,421532
9.6,9003516
9.6,9003266
9.6,422835
9.6,423065
9.6,423322
9.6,423680
9.6,9003069
9.6,424053
9.6,424578
9.6,424810
9.6,9005128
9.6,412794
9.6,412368
9.6,12894856
9.6,399840
9.6,400043
9.6,400271
9.6,401103
9.6,401366
9.6,401937
9.6,402325
9.6,402819
9.6,403014
9.6,403649
9.6,9230518
9.6,404664
9.6,404858
9.6,9001584
9.6,405636
9.6,406561
9.6,12898780
9.6,12898416
9.6,9008139
9.6,9007661
9.6,408152
9.6,408622
9.6,9007074
9.6,9006268
9.6,410715
9.6,411113
9.6,411801
9.6,9005881
9.6,405876
9.6,1303757
9.6,1304728
9.6,1304906
9.6,1944360
9.6,1944524
9.6,1944818
9.6,1947782
9.6,9420686
9.6,1949230
9.6,1950188
9.6,1950947
9.6,1951275
9.6,1951407
9.6,1951541
9.6,1951742
9.6,1952097
9.6,1952780
9.6,12401812
9.6,1953816
9.6,9421021
9.6,8533830
9.6,8533490
9.6,1956696
9.6,8533090
9.6,1957774
9.6,1958746
9.6,8532913
9.6,12396914
9.6,1959650
9.6,12395669
9.6,1942375
9.6,1960280
9.6,1941456
9.6,9420482
9.6,8553683
9.6,8550693
9.6,8549986
9.6,1903654
9.6,1904649
9.6,12424486
9.6,9418598
9.6,9418807
9.6,1905284
9.6,9418960
9.6,1906488
9.6,8543773
9.6,8539839
9.6,1912165
9.6,1912448
9.6,1912720
9.6,1916476
9.6,9419716
9.6,1920572
9.6,1923992
9.6,9420150
9.6,1924592
9.6,1925934
9.6,1929596
9.6,1931388
9.6,12411117
9.6,1938593
9.6,1939399
9.6,8532463
9.6,1963063
9.6,8532275
9.6,12377738
9.6,1988189
9.6,12375878
9.6,9424815
9.6,1989671
9.6,1991635
9.6,12373547
9.6,1994543
9.6,2001170
9.6,8521995
9.6,126675
9.6,9425727
9.6,71839
9.6,8520392
9.6,9426295
9.6,8520154
9.6,2035801
9.6,9426601
9.6,12367076
9.6,8519191
9.6,9427558
9.6,2044986
9.6,8517606
9.6,2046635
9.6,9428118
9.6,8517356
9.6,2058362
9.6,8523637
9.6,8523795
9.6,9424191
9.6,1985463
9.6,1965550
9.6,9422489
9.6,1966287
9.6,1966635
9.6,1966984
9.6,1971005
9.6,1971298
9.6,12390533
9.6,8529326
9.6,12388379
9.6,12388049
9.6,1971925
