PrimaryKey,Index Value
11552.0,2957282
11553.0,2957788
11554.0,2958079
11555.0,2958514
11557.0,2959644
11558.0,2960031
11559.0,2960423
11560.0,2960777
11561.0,2961175
11562.0,2961596
11563.0,2961864
11564.0,2962269
11565.0,2962860
11567.0,2963343
11568.0,2963648
11569.0,2963932
11570.0,2964226
11571.0,2964497
11572.0,2964831
11573.0,2965120
11574.0,2965736
11575.0,2966102
11576.0,2966478
11577.0,2966779
11578.0,2967286
11579.0,2967778
11580.0,2968077
11581.0,2968576
11583.0,2968882
11584.0,2969168
11585.0,2969511
11586.0,2969897
11587.0,2970167
11589.0,2970491
11590.0,2970835
11591.0,2971196
11592.0,2971535
11593.0,2971898
11594.0,2972196
11595.0,2972475
11596.0,2972853
11597.0,2973326
11599.0,2974872
11600.0,2975582
11601.0,2975980
11602.0,2976441
11603.0,2976727
11605.0,2977164
11606.0,2977457
11607.0,2977830
11608.0,2978103
11609.0,2978606
11610.0,2978901
11611.0,2979290
11612.0,2979843
11613.0,2980301
11614.0,2980968
11615.0,2981304
11616.0,2981675
11617.0,2982099
11619.0,2982387
11620.0,2982656
11621.0,2983016
11622.0,2983338
11623.0,2983865
11624.0,2984278
11625.0,2984618
11626.0,2984987
11627.0,2985276
11629.0,2985656
11630.0,2985949
11631.0,2986281
11632.0,2986564
11633.0,2986917
11634.0,2987255
11635.0,2988052
11636.0,2988585
11637.0,2989091
11638.0,2989412
11639.0,2989789
11640.0,2990329
11641.0,2990612
11642.0,2991262
11643.0,2991650
11644.0,2991943
11645.0,2992234
11646.0,2993190
11647.0,2993596
11648.0,2993900
11649.0,2994227
11651.0,2994738
11652.0,2995435
11653.0,2995708
11654.0,2996067
11655.0,2996361
11656.0,2996963
11657.0,2997239
11658.0,2997731
11660.0,2998032
11661.0,2998384
11662.0,2998729
11663.0,2999005
11664.0,2999552
11667.0,2999896
11669.0,3000299
11670.0,3000747
11671.0,3001024
11672.0,3001509
11673.0,3001779
11675.0,3002133
11676.0,3002483
11677.0,3003016
11679.0,3003943
11680.0,3004387
11682.0,3004914
11683.0,3005332
11685.0,3006183
11686.0,3006867
11687.0,3007345
11688.0,3007808
11689.0,3008171
11690.0,3008478
11692.0,3008773
11693.0,3009103
11694.0,3009394
11695.0,3009896
11697.0,3010333
11698.0,3010651
11699.0,3011389
11701.0,3011688
11702.0,3012096
11703.0,3012896
11704.0,3013176
11705.0,3014250
11706.0,3015040
11707.0,3015362
11708.0,3016271
11709.0,3016749
11710.0,3017357
11711.0,3017866
11712.0,3019114
11713.0,3019541
11715.0,3020087
11716.0,3020401
11717.0,3020663
11718.0,3020987
11719.0,3021481
11720.0,3021881
11721.0,3022281
11722.0,3022659
11723.0,3023451
11724.0,3023873
11725.0,3024151
11726.0,3024675
11727.0,3024976
11728.0,3025317
11729.0,3025588
11730.0,3025897
11731.0,3026284
11732.0,3026556
11733.0,3027131
11734.0,3027406
11736.0,3027672
11737.0,3027949
11738.0,3028228
11739.0,3028576
11741.0,3028871
11742.0,3029442
11743.0,3029831
11744.0,3030158
11745.0,3030624
11747.0,3030900
11749.0,3031402
11750.0,3031705
11751.0,3031999
11752.0,3032267
11753.0,3032534
11754.0,3032811
11755.0,3033163
11756.0,3034010
11758.0,3034286
11759.0,3034421
11760.0,3034590
11761.0,3034811
11763.0,3035022
11764.0,3035206
11765.0,3035405
11766.0,3035646
11767.0,3035834
11768.0,3036037
11769.0,3036220
11770.0,3036441
11771.0,3036678
11772.0,3036822
11774.0,3036997
11775.0,3037156
11776.0,3037322
11777.0,3037564
11779.0,3037755
11780.0,3037994
11781.0,3038203
11782.0,3038372
11783.0,3038603
11784.0,3038855
11785.0,3039070
11786.0,3039238
11787.0,3039402
11788.0,3039576
11789.0,3039789
11790.0,3039979
11791.0,3040226
11793.0,3040408
11794.0,3040578
11797.0,3040753
11798.0,3040895
11799.0,3041119
11800.0,3041293
11801.0,3041504
11802.0,3041738
11803.0,3041904
11804.0,3042068
11805.0,3042255
11806.0,3042457
11807.0,3042644
11808.0,3042856
11809.0,3043054
11811.0,3043258
11812.0,3043513
11813.0,3043645
11814.0,3043901
11815.0,3044121
11816.0,3044360
11817.0,3044574
11818.0,3044757
11819.0,3044930
11821.0,3045164
11822.0,3045397
11824.0,3045596
11825.0,3045755
11827.0,3045908
11828.0,3046088
11829.0,3046272
11831.0,3046435
11832.0,3046604
11833.0,3046772
11835.0,3046982
11836.0,3047176
11838.0,3047412
11840.0,3047568
11841.0,3047739
11842.0,3047897
11843.0,3048112
11844.0,3048282
11845.0,3048465
11846.0,3048709
11848.0,3048940
11849.0,3049080
11851.0,3049228
11852.0,3049419
11853.0,3049576
11854.0,3049785
11855.0,3050009
11856.0,3050209
11857.0,3050447
11858.0,3050627
11859.0,3050828
11860.0,3051006
11861.0,3051150
11862.0,3051345
11863.0,3051503
11865.0,3051725
11866.0,3051908
11867.0,3052083
11868.0,3052260
11869.0,3052461
11870.0,3052644
11871.0,3052823
11872.0,3053028
11873.0,3053188
11874.0,3053346
11876.0,3053498
11877.0,3053663
11878.0,3053847
11879.0,3054041
11880.0,3054297
11884.0,3054560
11885.0,3054745
11886.0,3054916
11887.0,3055050
11888.0,3055270
11889.0,3055436
11890.0,3055618
11891.0,3055754
11892.0,3055970
11893.0,3056119
11895.0,3056352
11896.0,3056552
11897.0,3056737
11898.0,3056873
11899.0,3057138
11900.0,3057395
11901.0,3057562
11902.0,3057744
11903.0,3057924
11904.0,3058106
11905.0,3058322
11906.0,3058517
11907.0,3058661
11908.0,3058831
11909.0,3059070
11911.0,3059307
11912.0,3059520
11913.0,3059690
11914.0,3059872
11915.0,3060142
11917.0,3060334
11918.0,3060490
11919.0,3060655
11920.0,3060825
11922.0,3061042
11923.0,3061262
11925.0,3061401
11926.0,3061675
11927.0,3061921
11928.0,3062103
11929.0,3062329
11931.0,3062549
11932.0,3062732
11933.0,3062883
11934.0,3063067
11935.0,3063219
11936.0,3063385
11938.0,3063561
11939.0,3063801
11940.0,3063974
11941.0,3064155
11942.0,3064299
11943.0,3064517
11944.0,3064687
11945.0,3064904
11946.0,3065072
11948.0,3065316
11950.0,3065537
11951.0,3065745
11953.0,3065992
11955.0,3066191
11956.0,3066358
11958.0,3066568
11959.0,3066760
11960.0,3067022
11962.0,3067195
11963.0,3067394
11966.0,3067602
11967.0,3067789
11968.0,3068048
11969.0,3068208
11971.0,3068387
11972.0,3068596
11974.0,3068748
11978.0,3068910
11980.0,3069047
11981.0,3069286
11982.0,3069499
11983.0,3069669
11984.0,3069881
11985.0,3070132
11987.0,3070291
11988.0,3070477
11989.0,3070681
11991.0,3070917
11993.0,3071134
11994.0,3071285
11995.0,3071433
11997.0,3071602
11998.0,3071750
11999.0,3071926
12000.0,3072165
12001.0,3072357
12002.0,3072565
12003.0,3072790
12005.0,3072992
12006.0,3073243
12007.0,3073435
12008.0,3073658
12010.0,3073886
12011.0,3074043
12013.0,3074189
12014.0,3074340
12015.0,3074516
12016.0,3074737
12017.0,3074934
12018.0,3075179
12019.0,3075340
12020.0,3075532
12021.0,3075712
12022.0,3075914
12023.0,3076121
12024.0,3076350
12025.0,3076507
12028.0,3076744
12029.0,3076968
12031.0,3077176
12032.0,3077354
12034.0,3077596
12036.0,3077761
12037.0,3078025
12038.0,3078287
12039.0,3078510
12041.0,3078688
12042.0,3078829
12044.0,3078964
12045.0,3079159
12046.0,3079348
12047.0,3079508
12048.0,3079699
12049.0,3079859
12051.0,3080016
12052.0,3080225
12054.0,3080394
12055.0,3080621
12056.0,3080771
12058.0,3080948
12059.0,3081197
12060.0,3081420
12061.0,3081664
12062.0,3081844
12063.0,3082095
12064.0,3082317
12065.0,3082555
12066.0,3082766
12067.0,3082970
12069.0,3083184
12070.0,3083418
12071.0,3083590
12072.0,3083830
12073.0,3084012
12074.0,3084236
12075.0,3084429
12076.0,3084609
12077.0,3084808
12079.0,3085012
12080.0,3085178
12081.0,3085411
12082.0,3085614
12083.0,3085841
12085.0,3086013
12086.0,3086234
12087.0,3086400
12088.0,3086644
12090.0,3086795
12091.0,3087001
12092.0,3087244
12093.0,3087414
12094.0,3087632
12096.0,3087886
12097.0,3088092
12098.0,3088265
12101.0,3088452
12102.0,3088595
12103.0,3088832
12104.0,3089034
12105.0,3089180
12106.0,3089360
12107.0,3089584
12108.0,3089800
12109.0,3090010
12110.0,3090259
12111.0,3090478
12112.0,3090700
12113.0,3090946
12115.0,3091104
12116.0,3091273
12117.0,3091490
12118.0,3091660
12119.0,3091808
12120.0,3091952
12122.0,3092140
12123.0,3092380
12124.0,3092586
12125.0,3092757
12126.0,3093008
12127.0,3093172
12128.0,3093361
12129.0,3093534
12131.0,3093722
12133.0,3093895
12134.0,3094113
12137.0,3094370
12139.0,3094536
12140.0,3094770
12142.0,3094919
12143.0,3095104
12144.0,3095310
12145.0,3095547
12146.0,3095726
12147.0,3095967
12148.0,3096106
12149.0,3096357
12150.0,3096617
12151.0,3096847
12152.0,3097062
12153.0,3097239
12154.0,3097390
12155.0,3097620
12156.0,3097809
12157.0,3098026
12158.0,3098268
12159.0,3098450
12160.0,3098652
12161.0,3098867
12162.0,3099035
12163.0,3099213
12164.0,3099424
12165.0,3099558
12166.0,3099732
12168.0,3099974
12169.0,3100174
12170.0,3100399
12172.0,3100598
12173.0,3100817
12174.0,3101039
12175.0,3101275
12176.0,3101443
12178.0,3101611
12179.0,3101788
12180.0,3102030
12181.0,3102228
12183.0,3102470
12184.0,3102621
12186.0,3102781
12188.0,3102951
12189.0,3103119
12191.0,3103271
12197.0,3103461
12198.0,3103712
12199.0,3103856
12200.0,3104070
12201.0,3104232
12202.0,3104439
12203.0,3104625
12204.0,3104812
12205.0,3104952
12206.0,3105166
12207.0,3105355
12208.0,3105517
12209.0,3105761
12210.0,3105966
12211.0,3106108
12212.0,3106367
12213.0,3106540
12215.0,3106710
12217.0,3106891
12218.0,3107055
12219.0,3107269
12220.0,3107436
12221.0,3107601
12222.0,3107848
12225.0,3108041
12226.0,3108285
12228.0,3108491
12229.0,3108752
12230.0,3108934
12231.0,3109153
12232.0,3109353
12233.0,3109564
12234.0,3109811
12235.0,3109952
12236.0,3110195
12237.0,3110371
12238.0,3110584
12239.0,3110791
12241.0,3110960
12242.0,3111143
12244.0,3111301
12245.0,3111548
12246.0,3111729
12247.0,3111879
12248.0,3112053
12249.0,3112224
12250.0,3112369
12251.0,3112581
12252.0,3112752
12253.0,3112927
12254.0,3113143
12255.0,3113298
12256.0,3113433
12257.0,3113612
12258.0,3113861
12259.0,3114015
12260.0,3114189
12261.0,3114378
12262.0,3114538
12263.0,3114682
12264.0,3114911
12265.0,3115042
12266.0,3115257
12267.0,3115466
12268.0,3115671
12269.0,3115843
12270.0,3115997
12271.0,3116145
12272.0,3116305
12273.0,3116499
12274.0,3116656
12275.0,3116844
12276.0,3117042
12278.0,3117313
12281.0,3117499
12282.0,3117689
12283.0,3117933
12284.0,3118107
12285.0,3118302
12286.0,3118516
12287.0,3118704
12288.0,3118851
12289.0,3119016
12290.0,3119252
12291.0,3119406
12293.0,3119564
12294.0,3119800
12295.0,3120060
12296.0,3120207
12297.0,3120424
12299.0,3120617
12300.0,3120846
12301.0,3120997
12302.0,3121237
12303.0,3121463
12304.0,3121684
12305.0,3121848
12306.0,3122011
12307.0,3122253
12308.0,3122500
12310.0,3122729
12311.0,3122909
12312.0,3123095
12313.0,3123335
12314.0,3123489
12315.0,3123652
12316.0,3123880
12317.0,3124051
12319.0,3124189
12320.0,3124374
12321.0,3124563
12323.0,3124747
12324.0,3124952
12325.0,3125105
12326.0,3125341
12327.0,3125547
12329.0,3125706
12330.0,3125957
12331.0,3126137
12332.0,3126399
12333.0,3126555
12334.0,3126767
12335.0,3127011
12336.0,3127163
12337.0,3127324
12339.0,3127550
12340.0,3127745
12341.0,3127906
12342.0,3128117
12343.0,3128305
12346.0,3128525
12347.0,3128731
12348.0,3128960
12349.0,3129169
12350.0,3129316
12351.0,3129474
12352.0,3129701
12353.0,3129898
12354.0,3130465
12355.0,3130807
12357.0,3131318
12359.0,3132121
12360.0,3132405
12362.0,3133104
12363.0,3133731
12364.0,3133985
12366.0,3134318
12367.0,3134752
12368.0,3135162
12369.0,3135704
12370.0,3136279
12372.0,3136942
12373.0,3137181
12374.0,3138113
12375.0,3138621
12376.0,3138938
12377.0,3139652
12380.0,3140019
12381.0,3140653
12382.0,3141090
12383.0,3141366
12384.0,3141754
12385.0,3142102
12386.0,3142574
12388.0,3142837
12390.0,3143722
12391.0,3143966
12392.0,3144202
12393.0,3145740
12394.0,3146574
12395.0,3147152
12396.0,3147649
12397.0,3148043
12398.0,3148515
12399.0,3148917
12401.0,3149191
12402.0,3149478
12406.0,3149746
12407.0,3150279
12409.0,3150557
12412.0,3150866
12413.0,3151130
12414.0,3151682
12419.0,3152092
12423.0,3153298
12424.0,3153560
12426.0,3153956
12427.0,3154195
12428.0,3154474
12429.0,3154754
12431.0,3155016
12432.0,3155531
12433.0,3155997
12435.0,3156435
12436.0,3156672
12437.0,3157187
12439.0,3157439
12441.0,3158507
12442.0,3158787
12443.0,3159051
12444.0,3159613
12445.0,3159859
12446.0,3160367
12447.0,3160790
12448.0,3161044
12449.0,3161348
12450.0,3161644
12451.0,3162070
12455.0,3162338
12456.0,3163401
12458.0,3163660
12459.0,3164468
12460.0,3164998
12461.0,3165409
12462.0,3165712
12463.0,3166203
12465.0,3166775
12466.0,3166932
12467.0,3167100
12470.0,3167255
12471.0,3167378
12472.0,3167613
12473.0,3167766
12475.0,3167906
12476.0,3168097
12477.0,3168293
12478.0,3168522
12479.0,3168718
12481.0,3168828
12482.0,3168980
12484.0,3169179
12485.0,3169322
12487.0,3169533
12488.0,3169657
12491.0,3169850
12493.0,3169967
12495.0,3170191
12499.0,3170315
12500.0,3170470
12501.0,3170646
12502.0,3170772
12503.0,3170974
12504.0,3171128
12505.0,3171250
12507.0,3171437
12509.0,3171607
12514.0,3171789
12517.0,3171998
12519.0,3172170
12525.0,3172353
12526.0,3172522
12527.0,3172693
12528.0,3172833
12529.0,3172966
12531.0,3173132
12532.0,3173302
12533.0,3173496
12534.0,3173669
12535.0,3173862
12537.0,3173998
12538.0,3174180
12539.0,3174333
12540.0,3174498
12543.0,3174654
12546.0,3174804
12548.0,3174964
12549.0,3175149
12550.0,3175285
12552.0,3175476
12553.0,3175624
12555.0,3175834
12556.0,3176027
12559.0,3176167
12560.0,3176346
12563.0,3176503
12564.0,3176652
12566.0,3176859
12567.0,3177049
12568.0,3177268
12569.0,3177492
12570.0,3177664
12571.0,3177778
12573.0,3177993
12574.0,3178173
12576.0,3178317
12578.0,3178514
12579.0,3178643
12580.0,3178761
12581.0,3178945
12583.0,3179061
12586.0,3179183
12588.0,3179371
12590.0,3179529
12591.0,3179754
12592.0,3179969
12593.0,3180089
12594.0,3180299
12595.0,3180511
12596.0,3180650
12597.0,3180835
12598.0,3181007
12599.0,3181213
12601.0,3181445
12603.0,3181647
12604.0,3181842
12605.0,3182074
12608.0,3182198
12609.0,3182315
12610.0,3182781
12611.0,3183285
12612.0,3183579
12614.0,3183830
12616.0,3184149
12617.0,3184433
12619.0,3184785
12623.0,3185466
12624.0,3185741
12625.0,3186066
12626.0,3186450
12627.0,3186848
12629.0,3187125
12630.0,3187389
12631.0,3187657
12632.0,3187953
12633.0,3188485
12634.0,3189100
12635.0,3189475
12636.0,3189848
12637.0,3189968
12638.0,3190113
12639.0,3190217
12641.0,3190326
12643.0,3190467
12645.0,3190600
12647.0,3190794
12649.0,3190934
12652.0,3191066
12654.0,3191293
12655.0,3191459
12656.0,3191678
12657.0,3191844
12658.0,3191956
12659.0,3192095
12662.0,3192263
12663.0,3192388
12664.0,3192551
12665.0,3192666
12666.0,3192858
12667.0,3192971
12668.0,3193082
12669.0,3193256
12671.0,3193453
12672.0,3193568
12674.0,3193703
12675.0,3193919
12676.0,3194057
12681.0,3194169
12682.0,3194323
12683.0,3194442
12684.0,3194568
12686.0,3194686
12687.0,3194830
12688.0,3195022
12689.0,3195202
12691.0,3195323
12692.0,3195440
12693.0,3195621
12695.0,3195791
12696.0,3195990
12698.0,3196150
12699.0,3196496
12700.0,3197061
12701.0,3197655
12702.0,3197981
12703.0,3199077
12705.0,3199349
12706.0,3199647
12707.0,3200132
12708.0,3200455
12709.0,3200691
12710.0,3201078
12712.0,3201444
12713.0,3201735
12714.0,3202023
12715.0,3202374
12716.0,3203000
12717.0,3203837
12719.0,3204109
12721.0,3204542
12723.0,3204822
12724.0,3205117
12725.0,3205439
12727.0,3205800
12728.0,3206233
12729.0,3206567
12730.0,3206992
12732.0,3207592
12734.0,3207925
12735.0,3208233
12736.0,3208483
12737.0,3208953
12738.0,3209483
12739.0,3209896
12740.0,3210147
12741.0,3210421
12742.0,3210929
12743.0,3211190
12744.0,3211433
12745.0,3211794
12746.0,3212902
12747.0,3213222
12748.0,3213596
12749.0,3213947
12750.0,3214889
12751.0,3215347
12752.0,3216438
12753.0,3217461
12754.0,3218076
12755.0,3218336
12757.0,3218734
12758.0,3219078
12759.0,3219345
12760.0,3219596
12761.0,3219927
12762.0,3220477
12763.0,3220860
12764.0,3221107
12765.0,3221638
12766.0,3221909
12767.0,3222203
12768.0,3222665
12769.0,3223003
12770.0,3223276
12771.0,3223936
12773.0,3224218
12775.0,3224483
12777.0,3225023
12779.0,3225318
12780.0,3225692
12781.0,3226010
12782.0,3226714
12783.0,3227169
12784.0,3228130
12786.0,3228687
12788.0,3228870
12789.0,3229068
12791.0,3229258
12792.0,3229386
12793.0,3229553
12795.0,3229723
12797.0,3229945
12799.0,3230093
12800.0,3230191
12801.0,3230354
12803.0,3230572
12804.0,3230726
12805.0,3230876
12806.0,3231051
12810.0,3231279
12813.0,3231429
12815.0,3231605
12816.0,3231743
12817.0,3231894
12818.0,3232040
12819.0,3232173
12823.0,3232351
12825.0,3232492
12826.0,3232658
12827.0,3232868
12828.0,3233028
12829.0,3233211
12831.0,3233397
12832.0,3233619
12835.0,3233811
12836.0,3234013
12837.0,3234143
12838.0,3234338
12839.0,3234461
12840.0,3234671
12841.0,3234806
12842.0,3234951
12845.0,3235081
12846.0,3235284
12848.0,3235508
12851.0,3235634
12852.0,3235764
12853.0,3235905
12856.0,3236058
12858.0,3236255
12859.0,3236459
12860.0,3236604
12861.0,3236848
12865.0,3236971
12869.0,3237172
12870.0,3237302
12871.0,3237440
12872.0,3237662
12873.0,3237819
12874.0,3237987
12875.0,3238128
12876.0,3238250
12877.0,3238431
12878.0,3238577
12879.0,3238793
12881.0,3238955
12882.0,3239122
12883.0,3239258
12884.0,3239452
12885.0,3239674
12886.0,3239905
12887.0,3240067
12888.0,3240203
12892.0,3240417
12893.0,3240569
12894.0,3240771
12895.0,3240918
12896.0,3241042
12897.0,3241160
12899.0,3241382
12900.0,3241563
12902.0,3241769
12904.0,3241924
12908.0,3242114
12909.0,3242242
12914.0,3242403
12916.0,3242533
12917.0,3242702
12918.0,3242851
12921.0,3242961
12922.0,3243140
12923.0,3243700
12924.0,3243989
12925.0,3244475
12926.0,3244748
12927.0,3245131
12928.0,3245638
12929.0,3245903
12930.0,3246180
12931.0,3246443
12932.0,3246865
12933.0,3247368
12935.0,3248035
12936.0,3248399
12937.0,3248858
12938.0,3249179
12939.0,3249442
12940.0,3250024
12941.0,3250383
12942.0,3250801
12943.0,3251080
12944.0,3251937
12945.0,3252180
12946.0,3252472
12948.0,3252916
12949.0,3253441
12950.0,3253807
12951.0,3254246
12952.0,3254941
12953.0,3255311
12954.0,3255635
12955.0,3255894
12956.0,3256165
12957.0,3256626
12958.0,3256921
12959.0,3257188
12960.0,3257648
12961.0,3257904
12962.0,3258224
12963.0,3258672
12964.0,3259494
12965.0,3259793
12966.0,3260570
12967.0,3260903
12968.0,3261251
12969.0,3261569
12970.0,3261869
12971.0,3262344
12972.0,3262728
12973.0,3263134
12975.0,3263636
12976.0,3263936
12977.0,3264279
12978.0,3264531
12979.0,3264847
12980.0,3265149
12981.0,3265505
12982.0,3265890
12983.0,3266276
12984.0,3266751
12985.0,3267057
12986.0,3267479
12989.0,3267888
12990.0,3268203
12991.0,3269317
12992.0,3269575
12993.0,3269908
12994.0,3270290
12995.0,3270762
12996.0,3271215
12997.0,3271652
12998.0,3271948
12999.0,3272500
13000.0,3272794
13001.0,3273310
13002.0,3273578
13003.0,3273848
13004.0,3274218
13005.0,3274604
13006.0,3274921
13008.0,3275262
13009.0,3276610
13010.0,3277175
13011.0,3277583
13012.0,3277904
13013.0,3278209
13014.0,3278493
13016.0,3278814
13017.0,3278964
13018.0,3279181
13019.0,3279355
13020.0,3279519
13021.0,3279762
13022.0,3279898
13023.0,3280076
13024.0,3280225
13025.0,3280394
13026.0,3280524
13027.0,3280671
13028.0,3280808
13029.0,3281031
13030.0,3281176
13031.0,3281336
13032.0,3281451
13034.0,3281580
13035.0,3281746
13037.0,3281897
13038.0,3282074
13039.0,3282192
13040.0,3282385
13041.0,3282513
13042.0,3282694
13043.0,3282894
13045.0,3283093
13046.0,3283264
13047.0,3283438
13049.0,3283655
13050.0,3283815
13051.0,3284006
13053.0,3284160
13054.0,3284383
13055.0,3284515
13056.0,3284702
13057.0,3284852
13059.0,3285003
13060.0,3285191
13064.0,3285368
13065.0,3285533
13066.0,3285666
13067.0,3285797
13068.0,3285993
13069.0,3286124
13070.0,3286322
13073.0,3286514
13075.0,3286731
13076.0,3286967
13077.0,3287110
13078.0,3287314
13079.0,3287477
13081.0,3287689
13082.0,3287822
13083.0,3287956
13084.0,3288115
13085.0,3288295
13086.0,3288414
13088.0,3288591
13089.0,3288793
13090.0,3288949
13091.0,3289152
13094.0,3289369
13095.0,3289508
13096.0,3289687
13098.0,3289844
13099.0,3289971
13100.0,3290139
13101.0,3290388
13102.0,3290705
13103.0,3291831
13104.0,3292073
13107.0,3292494
13108.0,3292878
13109.0,3293272
13110.0,3293583
13112.0,3293834
13113.0,3294078
13114.0,3294320
13115.0,3295179
13116.0,3295542
13117.0,3295891
13118.0,3296274
13119.0,3296561
13120.0,3296827
13121.0,3297715
13123.0,3298100
13124.0,3298360
13125.0,3298769
13127.0,3299067
13128.0,3299349
13129.0,3299615
13130.0,3300370
13132.0,3300983
13135.0,3301816
13137.0,3301953
13139.0,3302144
13142.0,3302332
13143.0,3302513
13144.0,3302663
13145.0,3302828
13146.0,3302963
13147.0,3303090
13149.0,3303254
13150.0,3303388
13151.0,3303531
13152.0,3303665
13153.0,3303774
13155.0,3303945
13156.0,3304150
13157.0,3304365
13159.0,3304548
13160.0,3304711
13161.0,3304897
13162.0,3305123
13163.0,3305291
13164.0,3305438
13165.0,3305620
13166.0,3305806
13167.0,3306006
13169.0,3306233
13170.0,3306379
13171.0,3306553
13172.0,3306735
13173.0,3306847
13174.0,3307058
13175.0,3307202
13176.0,3307338
13178.0,3307503
13179.0,3307620
13180.0,3307827
13181.0,3308023
13182.0,3308165
13183.0,3308360
13184.0,3308686
13185.0,3309609
13186.0,3309864
13187.0,3310229
13188.0,3310964
13189.0,3311303
13191.0,3311698
13192.0,3311952
13193.0,3312396
13194.0,3313377
13195.0,3313855
13196.0,3314172
13197.0,3314583
13198.0,3314830
13199.0,3315085
13200.0,3315474
13201.0,3315859
13202.0,3316552
13204.0,3317088
13205.0,3317372
13206.0,3317655
13207.0,3318754
13208.0,3319090
13209.0,3319482
13210.0,3319790
13211.0,3320391
13212.0,3321314
13213.0,3321575
13214.0,3323220
13215.0,3323518
13216.0,3323959
13217.0,3324624
13218.0,3325102
13219.0,3325540
13220.0,3325803
13221.0,3326146
13222.0,3326792
13225.0,3327513
13226.0,3327863
13227.0,3328246
13228.0,3329108
13229.0,3329426
13230.0,3329726
13232.0,3330229
13233.0,3330365
13234.0,3330541
13235.0,3330683
13236.0,3330843
13237.0,3331078
13238.0,3331299
13239.0,3331439
13240.0,3331662
13241.0,3331810
13242.0,3331992
13243.0,3332180
13244.0,3332326
13245.0,3332458
13246.0,3332627
13247.0,3332797
13248.0,3333012
13249.0,3333183
13250.0,3333354
13252.0,3333550
13253.0,3333757
13255.0,3333949
13256.0,3334157
13257.0,3334357
13258.0,3334548
13259.0,3334685
13260.0,3334900
13261.0,3335119
13263.0,3335364
13266.0,3335498
13267.0,3335665
13268.0,3335861
13269.0,3336094
13270.0,3336339
13271.0,3336526
13272.0,3336729
13273.0,3336858
13274.0,3337099
13275.0,3337293
13276.0,3337412
13278.0,3337634
13279.0,3337764
13280.0,3338009
13281.0,3338166
13284.0,3338345
13285.0,3338483
13286.0,3338662
13287.0,3338861
13288.0,3339042
13290.0,3339235
13291.0,3339430
13292.0,3340028
13294.0,3340529
13296.0,3341056
13297.0,3341565
13299.0,3341950
13300.0,3342402
13301.0,3343153
13302.0,3343601
13304.0,3343962
13305.0,3344301
13306.0,3344731
13307.0,3346024
13308.0,3346404
13309.0,3346701
13310.0,3347060
13312.0,3347382
13313.0,3348087
13314.0,3348532
13315.0,3348910
13318.0,3349251
13319.0,3349868
13320.0,3350197
13321.0,3350508
13323.0,3350840
13324.0,3351462
13326.0,3351920
13327.0,3352250
13328.0,3352515
13329.0,3353230
13330.0,3353597
13332.0,3353878
13333.0,3354130
13335.0,3354400
13336.0,3354577
13337.0,3354775
13338.0,3354974
13339.0,3355142
13340.0,3355300
13341.0,3355458
13342.0,3355620
13343.0,3355799
13344.0,3355930
13345.0,3356107
13347.0,3356263
13350.0,3356421
13351.0,3356635
13353.0,3356785
13357.0,3356968
13358.0,3357199
13359.0,3357333
13360.0,3357503
13362.0,3357644
13365.0,3357798
13366.0,3357927
13367.0,3358114
13368.0,3358239
13371.0,3358453
13372.0,3358622
13373.0,3358843
13374.0,3358983
13377.0,3359202
13378.0,3359342
13380.0,3359570
13381.0,3359754
13383.0,3359995
13385.0,3360150
13386.0,3360290
13387.0,3360426
13388.0,3360642
13389.0,3360896
13390.0,3361104
13391.0,3361292
13393.0,3361417
13394.0,3361588
13395.0,3361765
13398.0,3361889
13401.0,3362047
13402.0,3362232
13403.0,3362387
13404.0,3362523
13406.0,3362748
13407.0,3362872
13408.0,3363099
13409.0,3363287
13410.0,3363524
13411.0,3363693
13412.0,3363905
13413.0,3364074
13414.0,3364290
13415.0,3364456
13416.0,3364686
13417.0,3364897
13418.0,3365013
13419.0,3365128
13420.0,3365259
13421.0,3365488
13422.0,3365673
13424.0,3365889
13425.0,3366104
13426.0,3366243
13427.0,3366876
13429.0,3367199
13430.0,3367633
13431.0,3368024
13432.0,3368509
13433.0,3368835
13434.0,3369137
13436.0,3369431
13437.0,3369740
13438.0,3370096
13439.0,3370664
13440.0,3370960
13441.0,3371517
13442.0,3373623
13443.0,3374702
13444.0,3375702
13445.0,3376632
13446.0,3377252
13447.0,3377645
13448.0,3378089
13449.0,3378511
13450.0,3378760
13451.0,3379310
13452.0,3379813
13453.0,3380176
13454.0,3380566
13455.0,3380881
13456.0,3381579
13457.0,3381846
13458.0,3382597
13460.0,3383324
13461.0,3383637
13462.0,3384247
13463.0,3384695
13464.0,3385447
13465.0,3385953
13466.0,3386231
13467.0,3386501
13468.0,3386842
13470.0,3387535
13471.0,3388033
13472.0,3388578
13473.0,3388835
13474.0,3389195
13475.0,3389530
13476.0,3389848
13477.0,3390306
13478.0,3390959
13479.0,3391432
13480.0,3392151
13481.0,3392431
13482.0,3393063
13483.0,3393763
13484.0,3394050
13485.0,3394342
13486.0,3394824
13487.0,3395085
13489.0,3395341
13490.0,3395690
13492.0,3396033
13493.0,3396471
13495.0,3397819
13496.0,3398168
13497.0,3398523
13499.0,3398825
13500.0,3399165
13501.0,3399871
13502.0,3400220
13503.0,3400486
13505.0,3401356
13506.0,3401683
13507.0,3402962
13508.0,3403481
13509.0,3403937
13510.0,3404216
13511.0,3404536
13512.0,3405261
